  -1.8000000e+02   0.0000000e+00   2.6700000e-02
  -1.7500000e+02   2.7400000e-01   3.7000000e-02
  -1.7000000e+02   5.4700000e-01   9.6800000e-02
  -1.6000000e+02   6.8500000e-01   2.8760000e-01
  -1.5500000e+02   7.6600000e-01   4.0250000e-01
  -1.5000000e+02   8.1600000e-01   5.2320000e-01
  -1.4500000e+02   8.3600000e-01   6.4540000e-01
  -1.4000000e+02   8.3200000e-01   7.6560000e-01
  -1.3500000e+02   8.0400000e-01   8.8070000e-01
  -1.3000000e+02   7.5600000e-01   9.8820000e-01
  -1.2500000e+02   6.9000000e-01   1.0861000e+00
  -1.2000000e+02   6.0900000e-01   1.1730000e+00
  -1.1500000e+02   5.1500000e-01   1.2474000e+00
  -1.1000000e+02   4.1100000e-01   1.3084000e+00
  -1.0500000e+02   3.0000000e-01   1.3552000e+00
  -1.0000000e+02   1.8200000e-01   1.3875000e+00
  -9.5000000e+01   6.1000000e-02   1.4048000e+00
  -9.0000000e+01  -6.1000000e-02   1.4070000e+00
  -8.5000000e+01  -1.8300000e-01   1.3941000e+00
  -8.0000000e+01  -3.0200000e-01   1.3664000e+00
  -7.5000000e+01  -4.1600000e-01   1.3240000e+00
  -7.0000000e+01  -5.2300000e-01   1.2676000e+00
  -6.5000000e+01  -6.2200000e-01   1.1978000e+00
  -6.0000000e+01  -7.0800000e-01   1.1156000e+00
  -5.5000000e+01  -7.8100000e-01   1.0220000e+00
  -5.0000000e+01  -8.3800000e-01   9.1870000e-01
  -4.5000000e+01  -8.7700000e-01   8.0740000e-01
  -4.0000000e+01  -8.9500000e-01   6.9040000e-01
  -3.5000000e+01  -8.8900000e-01   5.7030000e-01
  -3.0000000e+01  -8.5800000e-01   4.5030000e-01
  -2.5000000e+01  -8.3200000e-01   3.3570000e-01
  -2.4000000e+01  -8.5200000e-01   3.1470000e-01
  -2.3000000e+01  -8.8200000e-01   2.9460000e-01
  -2.2000000e+01  -9.1900000e-01   2.7520000e-01
  -2.1000000e+01  -9.6300000e-01   2.5660000e-01
  -2.0000000e+01  -1.0130000e+00   2.3880000e-01
  -1.9000000e+01  -1.0670000e+00   2.2180000e-01
  -1.8000000e+01  -1.1250000e+00   2.0560000e-01
  -1.7000000e+01  -1.1850000e+00   1.9010000e-01
  -1.6000000e+01  -1.2450000e+00   1.7540000e-01
  -1.5250000e+01  -1.2900000e+00   1.6490000e-01
  -1.4240000e+01  -1.2290000e+00   1.4610000e-01
  -1.3240000e+01  -1.1480000e+00   1.2630000e-01
  -1.2220000e+01  -1.0520000e+00   1.0510000e-01
  -1.1220000e+01  -9.6500000e-01   8.8600000e-02
  -1.0190000e+01  -8.6700000e-01   7.4000000e-02
  -9.7000000e+00  -8.2200000e-01   6.8400000e-02
  -9.1800000e+00  -7.6900000e-01   6.0500000e-02
  -8.1800000e+00  -7.5600000e-01   2.7000000e-02
  -7.1900000e+00  -6.9000000e-01   1.8000000e-02
  -6.6500000e+00  -6.1600000e-01   1.6600000e-02
  -6.1300000e+00  -5.4200000e-01   1.5200000e-02
  -6.0000000e+00  -5.2500000e-01   1.1700000e-02
  -5.5000000e+00  -4.5100000e-01   1.0500000e-02
  -5.0000000e+00  -3.8200000e-01   9.7000000e-03
  -4.5000000e+00  -3.1400000e-01   9.2000000e-03
  -4.0000000e+00  -2.5100000e-01   9.1000000e-03
  -3.5000000e+00  -1.8900000e-01   8.9000000e-03
  -3.0000000e+00  -1.2000000e-01   8.9000000e-03
  -2.5000000e+00  -5.1000000e-02   8.8000000e-03
  -2.0000000e+00   1.7000000e-02   8.8000000e-03
  -1.5000000e+00   8.5000000e-02   8.8000000e-03
  -1.0000000e+00   1.5200000e-01   8.8000000e-03
  -5.0000000e-01   2.1900000e-01   8.8000000e-03
   0.0000000e+00   2.8800000e-01   8.7000000e-03
   5.0000000e-01   3.5400000e-01   8.7000000e-03
   1.0000000e+00   4.2100000e-01   8.8000000e-03
   1.5000000e+00   4.8700000e-01   8.9000000e-03
   2.0000000e+00   5.5400000e-01   9.0000000e-03
   2.5000000e+00   6.1900000e-01   9.1000000e-03
   3.0000000e+00   6.8500000e-01   9.2000000e-03
   3.5000000e+00   7.4900000e-01   9.3000000e-03
   4.0000000e+00   8.1500000e-01   9.5000000e-03
   4.5000000e+00   8.7900000e-01   9.6000000e-03
   5.0000000e+00   9.4400000e-01   9.7000000e-03
   5.5000000e+00   1.0080000e+00   9.9000000e-03
   6.0000000e+00   1.0720000e+00   1.0100000e-02
   6.5000000e+00   1.1350000e+00   1.0300000e-02
   7.0000000e+00   1.1970000e+00   1.0700000e-02
   7.5000000e+00   1.2560000e+00   1.1200000e-02
   8.0000000e+00   1.3050000e+00   1.2500000e-02
   9.0000000e+00   1.3900000e+00   1.5500000e-02
   9.5000000e+00   1.4240000e+00   1.7100000e-02
   1.0000000e+01   1.4580000e+00   1.9200000e-02
   1.0500000e+01   1.4880000e+00   2.1900000e-02
   1.1000000e+01   1.5120000e+00   2.5500000e-02
   1.1500000e+01   1.5330000e+00   3.0700000e-02
   1.2000000e+01   1.5490000e+00   3.7000000e-02
   1.2500000e+01   1.5580000e+00   4.5200000e-02
   1.3000000e+01   1.4700000e+00   6.3000000e-02
   1.3500000e+01   1.3980000e+00   7.8400000e-02
   1.4000000e+01   1.3540000e+00   9.3100000e-02
   1.4500000e+01   1.3360000e+00   1.0810000e-01
   1.5000000e+01   1.3330000e+00   1.2390000e-01
   1.5500000e+01   1.3260000e+00   1.4150000e-01
   1.6000000e+01   1.3290000e+00   1.5920000e-01
   1.6500000e+01   1.3260000e+00   1.7430000e-01
   1.7000000e+01   1.3210000e+00   1.9030000e-01
   1.7500000e+01   1.3310000e+00   2.0440000e-01
   1.8000000e+01   1.3330000e+00   2.1860000e-01
   1.8500000e+01   1.3400000e+00   2.3240000e-01
   1.9000000e+01   1.3620000e+00   2.4550000e-01
   1.9500000e+01   1.3820000e+00   2.5840000e-01
   2.0000000e+01   1.3980000e+00   2.6890000e-01
   2.0500000e+01   1.4260000e+00   2.8140000e-01
   2.1000000e+01   1.4370000e+00   2.9430000e-01
   2.2000000e+01   1.4180000e+00   3.2460000e-01
   2.3000000e+01   1.3970000e+00   3.5570000e-01
   2.4000000e+01   1.3760000e+00   3.8750000e-01
   2.5000000e+01   1.3540000e+00   4.1980000e-01
   2.6000000e+01   1.3320000e+00   4.5240000e-01
   2.8000000e+01   1.2930000e+00   5.1830000e-01
   3.0000000e+01   1.2650000e+00   5.8430000e-01
   3.2000000e+01   1.2530000e+00   6.4920000e-01
   3.5000000e+01   1.2640000e+00   7.4380000e-01
   4.0000000e+01   1.2580000e+00   8.9700000e-01
   4.5000000e+01   1.2170000e+00   1.0402000e+00
   5.0000000e+01   1.1460000e+00   1.1686000e+00
   5.5000000e+01   1.0490000e+00   1.2779000e+00
   6.0000000e+01   9.3200000e-01   1.3647000e+00
   6.5000000e+01   7.9900000e-01   1.4267000e+00
   7.0000000e+01   6.5700000e-01   1.4621000e+00
   7.5000000e+01   5.0900000e-01   1.4708000e+00
   8.0000000e+01   3.6200000e-01   1.4544000e+00
   8.5000000e+01   2.2100000e-01   1.4196000e+00
   9.0000000e+01   9.2000000e-02   1.3938000e+00
   9.5000000e+01  -3.0000000e-02   1.3943000e+00
   1.0000000e+02  -1.5000000e-01   1.3798000e+00
   1.0500000e+02  -2.6700000e-01   1.3504000e+00
   1.1000000e+02  -3.7900000e-01   1.3063000e+00
   1.1500000e+02  -4.8300000e-01   1.2481000e+00
   1.2000000e+02  -5.7800000e-01   1.1763000e+00
   1.2500000e+02  -6.6000000e-01   1.0919000e+00
   1.3000000e+02  -7.2700000e-01   9.9620000e-01
   1.3500000e+02  -7.7700000e-01   8.9060000e-01
   1.4000000e+02  -8.0700000e-01   7.7710000e-01
   1.4500000e+02  -8.1500000e-01   6.5810000e-01
   1.5000000e+02  -7.9700000e-01   5.3640000e-01
   1.5500000e+02  -7.5000000e-01   4.1570000e-01
   1.6000000e+02  -6.7300000e-01   3.0000000e-01
   1.7000000e+02  -5.4700000e-01   1.0510000e-01
   1.7500000e+02  -2.7400000e-01   3.8800000e-02
   1.8000000e+02   0.0000000e+00   2.6700000e-02
